Ti,N,Na,Sc,Cr,B,Mg,Fe,Zn,H,He,F,Ga,Li,Cl,Cu,K,Ni,Ge,Mn,O,S,Ar,Ca,P,Si,V,C,Ne,Be,Al,Co
0.000250204,1.16132e-06,0.0085632,2.47e-07,0.006396000000000001,0.0,7.23e-05,0.743463,3.34236e-05,0.0,0.00566,5.67e-10,0.0,0.0,0.0001738,2.473e-06,9.264e-05,0.14141231,0.0,0.00823,0.143000036225,0.086450315,0.0159600126,0.0123441649971,0.000418,0.152601,5.150828e-05,0.0483014,0.00451846,0.0,0.000986,0.00102
