^1^H,^2^H,^3^He,^4^He,^6^Li,^7^Li,^9^Be,^10^B,^11^B,^12^C,^13^C,^14^N,^15^N,^16^O,^17^O,^18^O,^19^F,^20^Ne,^21^Ne,^22^Ne,^23^Na,^24^Na,^25^Mg,^26^Mg,^27^Al,^28^Si,^29^Si,^30^Si,^31^P,^32^S,^33^S,^34^S,^36^S,^35^Cl,^37^Cl,^36^Ar,^38^Ar,^40^Ar,^39^K,^40^K,^41^K,^40^Ca,^42^Ca,^43^Ca,^44^Ca,^46^Ca,^48^Ca,^45^Sc,^46^Ti,^47^Ti,^48^Ti,^49^Ti,^50^Ti,^50^V,^51^V,^50^Cr,^52^Cr,^53^Cr,^54^Cr,^55^Mn,^54^Fe,^56^Fe,^57^Fe,^58^Fe,^59^Co,^58^Ni,^60^Ni,^61^Ni,^62^Ni,^64^Ni,^63^Cu,^65^Cu,^64^Zn,^66^Zn,^67^Zn,^68^Zn,^70^Zn,^69^Ga,^71^Ga,^70^Ge,^72^Ge,^73^Ge,^74^Ge
0.0,0.0,0.0,0.00566,0.0,0.0,0.0,0.0,0.0,0.0483,1.4e-06,1.16e-06,1.32e-09,0.143,3.54e-08,8.25e-10,5.67e-10,0.00202,8.46e-06,0.00249,6.32e-05,0.0085,4.05e-05,3.18e-05,0.000986,0.15,0.000861,0.00174,0.000418,0.0841,0.00045,0.0019,3.15e-07,0.000134,3.98e-05,0.0149,0.00106,1.26e-08,8.52e-05,0.0,7.44e-06,0.0123,3.52e-05,1.03e-07,8.86e-06,1.99e-09,7.1e-12,2.47e-07,1.71e-05,6.04e-07,0.000203,1.69e-05,1.26e-05,8.28e-09,5.15e-05,0.000271,0.00515,0.000785,0.00019,0.00823,0.104,0.613,0.0255,0.000963,0.00102,0.128,0.0105,0.000251,0.00266,1.31e-06,1.79e-06,6.83e-07,1.22e-05,2.12e-05,1.34e-08,1.02e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
