mass,lifetime,type,Z,mass_final,remnant_mass,Ce,Kr,He,Cd,Na,Zr,Os,Ar,Ge,In,Rh,Mn,Pb,Dy,Si,Fe,Hf,N,I,Nb,S,Rb,Br,Xe,Tm,Cs,O,Nd,Ho,W,Ga,V,H,Te,La,Cu,Sb,Cl,Lu,Ti,B,Sm,Th,Ni,Ta,Mo,Au,Al,Pd,Ag,C,Se,Eu,Ne,Pt,Li,Hg,U,Bi,Yb,Co,Sr,Zn,Sn,Be,K,Cr,As,Ru,F,Tl,Ca,P,Pr,Y,Sc,Gd,Er,Ba,Mg,Tb,Re,Ir
20.0,,cc,0.0018743755348960272,20.0,2.04521,3.0965489432067994e-10,2.8753180627565126e-08,0.32829581264943786,4.0279986566258916e-10,4.321236839862789e-05,3.3396347158613394e-09,2.8890457699588804e-10,0.0009885767210866848,1.2624497975192134e-07,4.5061228786301594e-11,8.932323909107263e-11,5.030122880857978e-05,1.0300449629318974e-08,1.5504427230839234e-10,0.009811451985793206,0.012465761738232528,5.3956877245570686e-11,0.0003742546083802707,3.27136658239946e-10,1.64343331222476e-10,0.00628836759544389,5.254536533147979e-09,8.045123334775846e-09,1.87691735742941e-09,1.7167006687351954e-11,1.2929140357531333e-10,0.12535446646270998,2.262389033789869e-10,3.5874549354239177e-11,4.2268542266436987e-11,5.7567813380162065e-08,1.5147531438685722e-06,0.4844540164720948,1.4703780161171475e-09,1.3878681956179938e-10,2.265343120136743e-06,8.962004011185874e-11,1.1565275895735904e-05,1.5548352278138595e-11,1.8953805697532525e-05,7.17130670979722e-08,9.300982634717533e-11,2.954453936804608e-19,0.0004756343961694901,7.977801466906603e-12,5.915538973165378e-10,1.298600540579979e-10,0.0003977378738487056,3.4237749369388343e-10,1.213826505350383e-10,0.012659358421903015,4.7412718277406756e-08,3.488801595563079e-11,0.009455709479197475,6.130598352862941e-10,6.870573774463528e-09,4.100847183397856e-10,4.774452945425704e-21,1.492259168723221e-10,9.743010193937105e-11,1.2927079626105346e-05,1.2308312712095214e-08,5.063887631100113e-06,9.48501430537478e-10,8.939620012264138e-13,7.618430847701367e-06,0.00017620219841056343,6.227641760221089e-09,4.341676510836384e-10,6.469359986944988e-07,9.04107483295544e-11,0.0007416181657375553,6.393669878622919e-05,5.144020063726727e-11,1.8312327796649251e-09,2.8008960283021968e-08,1.293398430168217e-10,1.0412301118531602e-10,1.43044758529618e-09,0.007842256578885078,2.382155402541606e-11,2.3815817394689666e-11,3.050328074012561e-10
20.0,,cc,0.0007006202959780097,20.0,2.04521,6.721834897539877e-11,4.289084695504654e-09,0.3282211724002342,1.157598724351552e-10,2.977294638366698e-05,6.754571899754884e-10,9.611919270567909e-11,0.0010356172603299733,1.3933763636333257e-08,1.4003811796183636e-11,2.8953555012339326e-11,4.451230006031817e-05,9.358759974357817e-09,5.036724834988324e-11,0.009867105658155847,0.012381124568986884,1.81277553232313e-11,0.00014866023495679987,1.0930732133319298e-10,3.342829406526058e-11,0.006571640604819104,6.711585042208792e-10,9.145258730400077e-10,6.182023404339456e-10,5.70371471902484e-12,4.3421616181531506e-11,0.12786477890858094,6.286209975165401e-11,1.1975411575406897e-11,1.3161612026651384e-11,7.451838757234143e-09,1.3589896735077384e-06,0.4824890799248558,4.874944847586633e-10,3.5307506242066884e-11,1.8667876371709164e-06,2.9177896260552196e-11,1.0764124782300433e-05,5.148486281376725e-12,1.904876263660004e-05,7.000366977280157e-08,3.2880585069499556e-11,1.3015022732095449e-17,0.00042818235690865783,2.6196277427917564e-12,1.6054763102213948e-10,5.79065530702392e-11,0.0003289512158036936,1.0022746576261823e-10,3.9115411541989634e-11,0.012967714693404936,5.657620055706583e-09,1.1572048461719686e-11,0.008718048275696902,2.069901396786039e-10,5.079137752098466e-09,2.39095583963945e-10,1.6781977539141368e-18,8.724022948750723e-11,3.1218189686429076e-11,1.048956852182621e-05,2.1117583107349072e-09,5.625029526939608e-06,2.8286483439795176e-10,6.616730131625044e-13,7.054490695797613e-06,0.0001774135169500729,5.88645147061035e-10,1.3090654917155815e-10,5.502882517701403e-07,4.073871095122806e-11,0.0007821224381228687,4.971492287016446e-05,1.369885139285951e-11,3.4054199464321223e-10,1.7560272217051826e-08,4.184283475328868e-11,3.431053106162757e-11,3.80605738078808e-10,0.007836870829455538,7.842085593872164e-12,7.949544383420804e-12,1.0289504917629223e-10
20.0,,cc,0.0002640369638765966,20.0,2.02488,1.578599252744905e-11,1.2208178304233853e-09,0.33011418343799653,3.8632526514426606e-11,2.1994234252678148e-05,3.0331942151151147e-10,3.3616073216757384e-11,0.0015677047454192238,2.985467690897195e-09,4.559832702090445e-12,9.684107811241315e-12,3.39505939320572e-05,8.964035845101452e-09,1.7237549568514702e-11,0.01362343533728843,0.010789306444685766,7.0815621815042124e-12,6.174677554308399e-05,3.670545732100815e-11,7.982923062544228e-12,0.009923473753388017,1.775582026712478e-10,2.1818713866722447e-10,2.0453872908776129e-10,1.9651329170542394e-12,1.4720569320260446e-11,0.12302297808526452,2.0263236072971974e-11,4.070726648834611e-12,5.306022991779749e-12,3.0707778306904213e-09,1.073599302814112e-06,0.4820552010866186,1.6110128332940197e-10,8.26768722545385e-12,1.9784841492017855e-06,9.373879006092868e-12,3.839245579445366e-05,1.7799806621596966e-12,1.794935672195791e-05,6.388411648990382e-08,1.3675324003400254e-11,2.5759994926320376e-21,0.00035219101719487824,9.853622117682663e-13,5.021928087267289e-11,2.2916842836097897e-11,0.0002046217215796056,3.279677687826284e-11,1.3074683228818501e-11,0.013030743472088085,1.347017544250052e-09,3.912507955440631e-12,0.008094920974101982,7.195612574491854e-11,4.636234257128742e-09,1.3203010605770643e-10,0.0,6.021823498257591e-11,1.0903417612789231e-11,6.662820609820686e-06,4.389381545157974e-10,7.1281269832969136e-06,8.796233849899194e-11,4.978281090752107e-13,3.054797464495369e-05,0.0001500889968467526,9.838932925065312e-11,4.330369978058561e-11,4.1010797146277747e-07,2.1561163430341496e-11,0.000955823934458589,5.617153042650062e-05,3.964924851683883e-12,6.001462020837692e-11,2.5670482311105572e-08,1.40864379208595e-11,1.1812424618027585e-11,9.646549786593914e-11,0.005836866791431711,2.65823538312957e-12,2.723269719478924e-12,3.5290445905229007e-11
20.0,,cc,0.00010009901622281853,20.0,2.01718,5.146658310543062e-12,4.008593702211333e-10,0.3396248924807121,1.4995015242325728e-11,1.8367586396349405e-05,5.951019917899418e-11,1.126235345735541e-11,0.0010756461742607668,1.9507175737731904e-09,1.558318439488356e-12,3.319334787313669e-12,3.837173480021487e-05,9.003666833121834e-09,6.200988443414325e-12,0.009249719899326136,0.011955733308791391,4.557201818179797e-12,2.8514598933871332e-05,1.2741494381860019e-11,2.132507582236824e-12,0.006661477553286972,5.883598901618321e-11,7.1620079609316e-11,7.376369779600754e-11,7.382879882020729e-13,5.2097668774975226e-12,0.11392759425440502,8.3311238170654e-12,1.4743127051263375e-12,1.814511294669023e-12,2.2400898190606362e-09,1.1766485345457496e-06,0.4896039739233336,5.5909417432860917e-11,2.369236693688754e-12,1.8909981860464597e-06,3.078204641986073e-12,9.87927922316967e-06,6.823994790583458e-13,1.8329363150495864e-05,5.5902357361081296e-08,7.243441240027982e-12,9.189493082842404e-21,0.00041053005510259234,3.653755640105389e-13,1.7008650478623486e-11,2.4723263648304323e-11,0.0002256120007874182,1.1489532787404867e-11,4.507029487032623e-12,0.012085281563180858,4.506308799176102e-10,1.3582018837979805e-12,0.007587558530864459,2.4885064355868546e-11,3.7076492746966277e-09,1.4638944837350313e-10,0.0,5.0526335691510006e-11,4.955954627805872e-12,8.555221038746983e-06,9.071109536768982e-11,5.959741841379717e-06,2.748970639755055e-11,3.8967470063093553e-13,6.0734557761241005e-06,0.00016218893866479226,3.1055696492541217e-11,1.5297695244683536e-11,4.422765728623208e-07,1.784597187760318e-11,0.0008208531235298348,3.603967564597766e-05,1.3531748635642242e-12,1.192399189893465e-11,1.4275347248095682e-08,4.913884791150664e-12,4.455817830573848e-12,2.4981344972590503e-11,0.0064355780684008405,9.321063103562177e-13,9.1343015166698e-13,1.2242874031992757e-11
20.0,,cc,3.8125610429710555e-05,20.0,2.01845,1.963971848922924e-12,1.3213825282025186e-10,0.33402612772536294,6.6904349180131865e-12,1.68247453639981e-05,8.980446624456737e-11,3.731451348743574e-12,0.0014828473846114493,1.5542436553022403e-09,5.490961568941499e-13,1.1549504909198596e-12,3.3456125862342236e-05,8.906168266918036e-09,2.274195383601525e-12,0.012300704110602257,0.010850076279631063,1.995371477987159e-12,1.3643039671218555e-05,4.319900119845064e-12,6.312970795064943e-13,0.009365773599884327,1.8872121702522864e-11,2.337612719704364e-11,2.5909345412381024e-11,2.6649649223787716e-13,1.7813647877963802e-12,0.1153273504764606,3.713345623708746e-12,5.130136167349311e-13,5.311255147637439e-13,2.53522215826778e-09,1.0540395405290424e-06,0.49007956080855114,1.909461197727671e-11,7.803364615397449e-13,1.9575759598032433e-06,1.0168283601802963e-12,3.0532401266854086e-05,2.2373081297218542e-13,1.7433222994068927e-05,5.7293483598466206e-08,4.653090918191145e-12,1.675878886970256e-20,0.00034317812065589454,1.0636779921641906e-13,7.005554582335784e-12,1.1638262552449595e-11,0.00019543587732981865,4.668831107440682e-12,1.5977265586114657e-12,0.012547888430085282,1.5829470763087722e-10,4.589665518267335e-13,0.006588019497762986,8.863201448151022e-12,3.9923666168934274e-09,1.0426318476438348e-10,0.0,4.695651932119311e-11,1.929012237543482e-12,6.510895890509996e-06,2.655645369837417e-11,7.670740911879122e-06,9.651351246138403e-12,3.8626981544972487e-13,2.3924254027044385e-05,0.0001516781665095612,9.959263800951531e-12,6.126989052667874e-12,3.6713520247142217e-07,1.7419983260619915e-11,0.0009415670334619278,4.731761166306576e-05,4.817554660193365e-13,3.949987626205751e-12,2.3720313321154184e-08,1.67543624993396e-12,1.6757354065695115e-12,6.97926596984131e-12,0.005598762120061954,3.186299290105692e-13,3.0133164271155717e-13,4.252770200566693e-12
20.0,,cc,5.59474797847092e-06,20.0,2.10011,3.305429642305065e-13,5.166460911212304e-10,0.3395983512747844,7.83586603046164e-12,4.56492749396784e-05,1.310959452823453e-10,4.6354609441734e-13,0.0011930389204576118,1.8609881960168473e-09,6.227377933607413e-13,7.826472676647734e-13,3.843090655864366e-05,8.910910625707755e-09,2.610741295058238e-13,0.011043937476710751,0.013047333506686354,1.057970579707473e-13,8.65585207506862e-06,9.290839217447706e-13,5.42343556301184e-12,0.007833771980984242,1.2478009641400031e-10,4.6711069174168115e-11,6.4116544291612974e-12,3.1677345503240526e-14,5.735063176365889e-13,0.10408547928339225,4.2625893231746126e-13,6.253669715288754e-14,1.0169503834939767e-13,2.632423998136302e-09,1.1703407473453747e-06,0.49524439024742617,5.91581708044016e-12,1.595004338015485e-13,2.1320605880818264e-06,1.343321104207903e-12,1.363844694017673e-05,2.7022700139498068e-14,1.919613151963504e-05,7.562044571223623e-08,3.794033538753591e-13,1.2014934169986522e-14,0.0004251733332087516,1.8474839621919465e-14,1.740336208769998e-11,5.725677643829096e-12,4.4389155464083865e-05,6.780860105844226e-12,1.064873583022019e-12,0.014492206181155307,2.7150496455564807e-10,5.707509934418592e-14,0.009766160752943174,1.205046433246238e-12,7.400150860144952e-09,6.373023381707932e-11,6.052615535626197e-15,9.793970800937883e-11,2.0511181912291084e-13,7.429766328172966e-06,7.913320249454048e-11,7.718673994644661e-06,1.4840008586644948e-11,5.185936896818919e-13,7.63546870958425e-06,0.00017626656890070276,2.442467523543441e-11,7.009376593934377e-12,7.151664060505401e-07,1.3532049638293867e-11,0.0008354162361637418,2.258516672448825e-05,8.657818567600137e-14,2.7805980930609074e-11,1.4044108650947017e-08,2.0426041612546224e-13,2.086815058640025e-13,2.152401104140864e-12,0.0020389548203927506,3.8216491833190036e-14,3.9661863843856025e-14,5.436564135310328e-13
20.0,,cc,0.0,20.0,2.10011,3.305429642305065e-13,5.166460911212304e-10,0.3395983512747844,7.83586603046164e-12,4.56492749396784e-05,1.310959452823453e-10,4.6354609441734e-13,0.0011930389204576118,1.8609881960168473e-09,6.227377933607413e-13,7.826472676647734e-13,3.843090655864366e-05,8.910910625707755e-09,2.610741295058238e-13,0.011043937476710751,0.013047333506686354,1.057970579707473e-13,8.65585207506862e-06,9.290839217447706e-13,5.42343556301184e-12,0.007833771980984242,1.2478009641400031e-10,4.6711069174168115e-11,6.4116544291612974e-12,3.1677345503240526e-14,5.735063176365889e-13,0.10408547928339225,4.2625893231746126e-13,6.253669715288754e-14,1.0169503834939767e-13,2.632423998136302e-09,1.1703407473453747e-06,0.49524439024742617,5.91581708044016e-12,1.595004338015485e-13,2.1320605880818264e-06,1.343321104207903e-12,1.363844694017673e-05,2.7022700139498068e-14,1.919613151963504e-05,7.562044571223623e-08,3.794033538753591e-13,1.2014934169986522e-14,0.0004251733332087516,1.8474839621919465e-14,1.740336208769998e-11,5.725677643829096e-12,4.4389155464083865e-05,6.780860105844226e-12,1.064873583022019e-12,0.014492206181155307,2.7150496455564807e-10,5.707509934418592e-14,0.009766160752943174,1.205046433246238e-12,7.400150860144952e-09,6.373023381707932e-11,6.052615535626197e-15,9.793970800937883e-11,2.0511181912291084e-13,7.429766328172966e-06,7.913320249454048e-11,7.718673994644661e-06,1.4840008586644948e-11,5.185936896818919e-13,7.63546870958425e-06,0.00017626656890070276,2.442467523543441e-11,7.009376593934377e-12,7.151664060505401e-07,1.3532049638293867e-11,0.0008354162361637418,2.258516672448825e-05,8.657818567600137e-14,2.7805980930609074e-11,1.4044108650947017e-08,2.0426041612546224e-13,2.086815058640025e-13,2.152401104140864e-12,0.0020389548203927506,3.8216491833190036e-14,3.9661863843856025e-14,5.436564135310328e-13
22.0,,cc,0.02865003477107615,22.0,1.66101,1.3991193171342332e-08,2.637668487963267e-06,0.34898706808941843,1.059161148119941e-08,0.0012979700565268972,1.642889838679305e-07,6.000121903791684e-09,0.001427125029315615,7.874310867943786e-06,1.1179566438648135e-09,1.9117173468299065e-09,7.25773502027387e-05,3.6885990897286446e-08,3.260561738808072e-09,0.01047220093033135,0.00845410121151542,1.992346227615039e-09,0.004671946591251581,5.885936322305091e-09,8.97709276615997e-09,0.007497096979741865,6.693567379697813e-07,8.485681934058673e-07,3.610589168882034e-08,3.447496655438643e-10,2.6093527751378016e-09,0.12593761789548058,8.687157031888015e-09,6.702692709913325e-10,2.090344014132462e-09,3.2177949839200477e-06,2.65166018568277e-06,0.4341877412759434,2.8644063889111508e-08,5.700393923198743e-09,5.615632831325449e-05,2.242122150608265e-09,5.6178010805846306e-05,3.495458722384937e-10,2.0618826205234383e-05,8.711014607903345e-08,2.1040223727923566e-09,0.0,0.0009434168559992411,2.5859727547926423e-10,1.721652353435446e-08,1.713688831156316e-09,0.0008314227992638769,8.232372895605928e-09,2.4942831477865916e-09,0.015616674672636154,3.842552211294661e-06,6.351042996726976e-10,0.029898363193059246,1.1272006500814444e-08,1.753903123999766e-08,6.80648812944989e-09,0.0,1.5098979841181888e-09,2.8216125923656976e-09,7.190917543103173e-05,3.9862225213739724e-07,3.0620360204710265e-05,2.722602843110696e-08,9.537494241356135e-12,4.240773558569034e-05,0.00012887114355235926,4.873241001642658e-07,9.936026321857673e-09,3.1880884940697646e-06,3.3502941886494852e-09,0.0006276452926128586,0.00011329372795797629,1.5476628878818467e-09,7.415314133101004e-08,6.105907913814797e-07,2.8438025192008055e-09,2.362859124273133e-09,5.863773864877263e-08,0.00852965166903568,4.6430427469603946e-10,5.161332986544563e-10,5.303341021358485e-09
22.0,,cc,0.02322040452907957,22.0,1.58651,1.0237495695248584e-08,1.6606809026775918e-06,0.3405063705422248,8.160769667509084e-09,0.0012677401071546316,1.2454249616307648e-07,4.654431789958504e-09,0.0014757460385264843,5.884820283057919e-06,8.73519226746627e-10,1.5332801985353803e-09,5.8971787773673194e-05,3.1429402811572157e-08,2.536624433156702e-09,0.00915062294590489,0.007659096999092266,1.478860792544538e-09,0.00381016563066874,4.692088418002017e-09,6.647173021369692e-09,0.007534021860054308,4.160302819361119e-07,5.866684236747366e-07,2.8521349852475e-08,2.698994635410212e-10,2.0667215650043182e-09,0.12776586761989253,6.5418980291954e-09,5.284299744923577e-10,1.5085261412918612e-09,2.4877715667433643e-06,2.1840668107217336e-06,0.4429512133086993,2.2666225569464117e-08,4.305949056236832e-09,4.4446246085309276e-05,1.73406899065275e-09,5.87198955200703e-05,2.726618035426574e-10,1.889617111037848e-05,7.995158152770547e-08,1.5989414842831872e-09,0.0,0.0007831127847320573,1.878223272943529e-10,1.3129504068143175e-08,1.3600908026995875e-09,0.0007820759703509787,6.321944459276684e-09,1.959478756449779e-09,0.01508338260630593,2.6499203712838913e-06,5.014164652883952e-10,0.03196045017290037,8.896567343457683e-09,1.6622723894836205e-08,5.081085791797483e-09,0.0,1.2349333700410856e-09,2.1310666867840828e-09,5.814292411537665e-05,3.3026782779426746e-07,2.367025187755744e-05,2.0943969404545717e-08,7.253291818302505e-12,5.2858799254806504e-05,0.00010631536302709631,3.2404454113431856e-07,7.91786901700787e-09,3.0478913698735493e-06,2.5332072075867477e-09,0.0007241090058583809,9.640193813012865e-05,1.1624616858753696e-09,5.565878250117937e-08,4.580289798559678e-07,2.194221762177854e-09,1.8259764253932082e-09,4.393335529593421e-08,0.00800681804042327,3.627307236538191e-10,3.9806226176905566e-10,4.228586096742889e-09
22.0,,cc,0.018846084510616166,22.0,1.59631,7.492178277556655e-09,1.0713190604248545e-06,0.33659763650594576,6.2458643510070964e-09,0.0011338439272504139,9.07970421036587e-08,3.653266820854463e-09,0.0014317993411975967,4.274224417250017e-06,6.779566343146754e-10,1.1974157615607764e-09,5.093196377714031e-05,2.680162264766814e-08,1.9835284500009554e-09,0.008803804605931574,0.007162999927954208,1.0780054000036268e-09,0.0031912435446725573,3.753031927068093e-09,4.905877319249606e-09,0.007463518696863166,2.5760928537926227e-07,3.9693898505613444e-07,2.258349666163326e-08,2.121787774662328e-10,1.634792530174689e-09,0.12686500569259773,4.851591060244495e-09,4.1821650887658067e-10,1.0940136269468903e-09,1.8540665928564883e-06,1.8825093402222832e-06,0.45077827512562674,1.7958307884505205e-08,3.2193136143511295e-09,3.408765767368549e-05,1.3587199178187867e-09,4.665107144835076e-05,2.1159035448980058e-10,1.678606663794637e-05,8.34017111610694e-08,1.2249167675062697e-09,0.0,0.0006857249350485133,1.4144915454018366e-10,9.922097424534484e-09,1.0850537329277203e-09,0.0006845085374263184,4.855423259224189e-09,1.5405448720305002e-09,0.015385369509142707,1.8206868463498514e-06,3.9951155893860373e-10,0.031412920408024236,7.079952758545145e-09,1.5272898284574997e-08,3.771412474900373e-09,0.0,1.0097046171550343e-09,1.5984425660260473e-09,4.845760742297103e-05,2.345294895188076e-07,1.8399248371250495e-05,1.6082600206139183e-08,5.705389564338607e-12,4.1912072767229845e-05,9.145095323443946e-05,2.2598608388972778e-07,6.112902617124648e-09,2.8645504808198906e-06,1.8941916878760652e-09,0.000721669342653216,7.825055173843554e-05,8.858201629215108e-10,4.0672937101083184e-08,3.51697168502364e-07,1.7129410905576392e-09,1.4087178005547036e-09,3.256718853305456e-08,0.00723900431735632,2.871402182644414e-10,3.1136622836359504e-10,3.3909503624099362e-09
22.0,,cc,0.015303226470930074,22.0,1.96468,5.514415242681425e-09,9.291005085019855e-07,0.3362827128790556,4.757968427756581e-09,0.0006649706618112413,5.771796507367989e-08,2.891016759402895e-09,0.0009623569002142218,3.5483685810858028e-06,5.158133236703981e-10,8.946201009018074e-10,6.902260607766684e-05,2.2526319519728162e-08,1.5606799891391804e-09,0.011746640932113887,0.010916230437048173,7.654830419479199e-10,0.0025713338244659927,2.9956546738459883e-09,3.8057141088837115e-09,0.006410412256954219,2.119135107400331e-07,3.5301807008822426e-07,1.7983241745078192e-08,1.694782014961578e-10,1.2860039170824324e-09,0.12300240209789512,3.49537916040273e-09,3.3713412114206315e-10,7.730608495397128e-10,1.6266473407961544e-06,2.2108425520530745e-06,0.4584159471887647,1.418564330392527e-08,2.3255065055112673e-09,2.5371893236544265e-05,1.097330614135437e-09,3.423499100588361e-05,1.6095839747006788e-10,1.8396373504391252e-05,1.0804764785389004e-07,9.491961196526934e-10,0.0,0.0008112578686040453,1.0944733850020864e-10,7.80852015340908e-09,9.027108127047634e-10,0.0005322350728613269,3.779413755308126e-09,1.208186342918406e-09,0.01714510674149452,1.5408632355260613e-06,3.2321869578324675e-10,0.023536991672706002,5.689775241922765e-09,1.236951650884538e-08,2.9318962711850875e-09,0.0,8.124202658105786e-10,1.2108781342149766e-09,4.691509793704318e-05,1.4232323716316987e-07,1.692040656201149e-05,1.2400910691718428e-08,4.812521087759018e-12,1.6788070267906876e-05,0.00014731543594012975,2.568633792722053e-07,4.5231940393265494e-09,2.4722490082514283e-06,1.2791105906968294e-09,0.0005198392987983223,9.142654072907247e-05,6.574938658329391e-10,2.995115625804829e-08,2.9665510708089514e-07,1.340722803528968e-09,1.1247058694345786e-09,2.3169091184967345e-08,0.00600138156016475,2.2999283265752683e-10,2.443829197636973e-10,2.7167422332161408e-09
22.0,,cc,0.009892250062533043,22.0,2.13021,2.955447792855385e-09,5.332378701536352e-07,0.33278287057890393,2.9694773321710996e-09,0.0003116796906258193,3.743935391365484e-08,1.775491104838048e-09,0.0010523399628279914,2.128835282104139e-06,3.1321855943117666e-10,5.612993393488306e-10,6.460863451500997e-05,1.7418037634016264e-08,9.631020458696342e-10,0.012674621120807012,0.012153399557821194,4.424162862315102e-10,0.001730919853707563,1.9034775908552633e-09,2.3418717560678798e-09,0.007249127727570347,1.2280451881977613e-07,1.8536481764527954e-07,1.134212852778011e-08,1.0218074775828028e-10,8.17165153733381e-10,0.12448882274548445,2.0392138014543684e-09,2.106071579015178e-10,3.9191898354235246e-10,1.0788845780453645e-06,2.030414664674362e-06,0.4620798808701551,8.923800553503584e-09,1.2401532175226815e-09,1.3149167656024547e-05,6.508216745119097e-10,2.8956320122155287e-05,9.731829576457525e-11,1.9093552574033244e-05,9.779200887377267e-08,5.883342501355072e-10,0.0,0.000740933497535706,6.151473065392235e-11,4.808536476731762e-09,6.144604447253845e-10,0.0004564049242593907,2.3941397971493405e-09,7.558721053418279e-10,0.015880871866285447,8.607658158440525e-07,2.0376863570274272e-10,0.02084896096033224,3.595379447895523e-09,1.0387211384720219e-08,1.9368387889353634e-09,0.0,5.523007540593031e-10,6.913294101246163e-10,3.162826582465139e-05,1.1977798456853343e-07,1.255015478271285e-05,7.419813495764172e-09,3.107586944804147e-12,1.4433500303727416e-05,0.00015628940215271523,1.7268879036970193e-07,2.8576764022166307e-09,2.145689511565044e-06,6.589526109737445e-10,0.000619890491847171,8.875836131131732e-05,3.7397576924567395e-10,2.1477227489570846e-08,1.457031000327633e-07,8.156812930584571e-10,6.834395582439471e-10,1.3260848252548215e-08,0.00648940929924272,1.415671730803395e-10,1.500161803421173e-10,1.739031967625224e-09
22.0,,cc,0.0062947699060105534,22.0,2.03157,1.885621453464293e-09,4.217601183468104e-07,0.3278164889778516,2.0008872505249537e-09,0.00010135849438338417,2.7625571965347298e-08,1.1104288519427918e-09,0.000992562563506495,1.4306342561733697e-06,1.9263402280499766e-10,3.504847401623462e-10,5.528576858571254e-05,1.4586695098212526e-08,6.106842901520049e-10,0.011542407189749018,0.010833768203108605,2.656739763717027e-10,0.001169937095705571,1.2040756333873017e-09,1.451270831006744e-09,0.006703415084210426,1.033796848325081e-07,1.1525993781183599e-07,7.2012325956522386e-09,6.701478283470457e-11,4.911252411932235e-10,0.13884754157938306,1.1624659525060305e-09,1.342529182314283e-10,2.2251807478104186e-10,6.40256144323815e-07,1.7693916346953665e-06,0.46116045104933134,5.665317353442409e-09,7.740725735573603e-10,5.9372118889667335e-06,3.6983278104487933e-10,2.078382727134782e-05,6.176321823999182e-11,1.8291044413606878e-05,8.114489922342418e-08,3.9392711394936903e-10,2.0066975721175875e-21,0.0005710426408085163,3.7021818941198685e-11,3.220019801256283e-09,4.1992284821590874e-10,0.0006924029580693124,1.615141450780056e-09,4.777541349019427e-10,0.014491120633920643,5.919275075707002e-07,1.314214487568627e-10,0.013980958092348773,2.272449812028287e-09,8.801227818110888e-09,1.3132544721843427e-09,0.0,3.9105327759868955e-10,4.31417507535645e-10,1.9412793093898717e-05,1.3538311224267507e-07,8.754355249761746e-06,4.758460179393171e-09,1.9937972088942396e-12,1.2915627317721021e-05,0.00015024122827883812,9.763261307974638e-08,1.971753713236343e-09,1.195151546716492e-06,3.7535549865462625e-10,0.0006380975902462035,0.0001051745179766261,2.683330637411153e-10,1.6299829280519298e-08,9.471500763955904e-08,5.154730892714149e-10,4.14036426499229e-10,7.912797851408447e-09,0.010054356802212292,9.046279552273263e-11,9.348376412166604e-11,1.1081191661036945e-09
22.0,,cc,0.004163189861658025,22.0,2.00834,1.075205360635385e-09,2.0531518143065662e-07,0.32682530020018347,1.1926413314352085e-09,0.00010471166476420667,1.929871806543328e-08,6.991868109001454e-10,0.0011262657047989013,7.134618135762613e-07,1.179667471335547e-10,2.226373397706844e-10,4.7997114796870294e-05,1.2577523827436041e-08,3.834249682117443e-10,0.011709877018716805,0.010262947228994491,1.547461691525366e-10,0.0007980497967652511,7.707864179362794e-10,8.435767715137212e-10,0.007499888965698696,4.6865292827108896e-08,6.426444827493064e-08,4.530571948502525e-09,4.2108759352650054e-11,3.155620893912762e-10,0.14062841799030193,6.960582562928742e-10,8.58152849738341e-11,1.2738329883561448e-10,3.2986155226729547e-07,1.534750991163315e-06,0.4600633550605102,3.5669976380150528e-09,4.549739241263607e-10,3.744631511340229e-06,2.3479390906007805e-10,2.3538790675711774e-05,3.865788033610015e-11,1.758986947557131e-05,7.839680746871445e-08,2.33708756551482e-10,7.552299308811773e-22,0.000477600124251813,2.240163198053588e-11,1.942905691673428e-09,2.596822875138933e-10,0.0005080268471952805,9.799686969466266e-10,3.0193390643898504e-10,0.01434656451740376,3.0226494448184893e-07,8.361656810890142e-11,0.01619369892245066,1.4467297162916937e-09,7.672844871311337e-09,8.131901002718134e-10,0.0,2.8606178776549824e-10,2.6139788291717647e-10,1.5222597823292312e-05,8.346911161954535e-08,6.3502615090492745e-06,2.830529330730915e-09,1.4576428370630552e-12,1.5778204511281205e-05,0.00014335407664996307,4.6909861412208895e-08,1.210843721832004e-09,1.3475819416696764e-06,2.2553304728071607e-10,0.0006945283430940703,8.103479150805887e-05,1.5988967399405553e-10,1.0676251997082784e-08,7.067897313179597e-08,3.226527161826482e-10,2.5894959197985556e-10,4.606794983508123e-09,0.008401360367273153,5.7571007109964855e-11,5.86915243656605e-11,7.114746849436216e-10
