mass,lifetime,type,Z,mass_final,remnant_mass,Ce,Kr,He,Cd,Na,Zr,Os,Ar,Ge,In,Rh,Mn,Pb,Dy,Si,Fe,Hf,N,I,Nb,S,Rb,Br,Xe,Tm,Cs,O,Nd,Ho,W,Ga,V,H,Te,La,Cu,Sb,Cl,Lu,Ti,B,Sm,Th,Ni,Ta,Mo,Au,Al,Pd,Ag,C,Se,Eu,Ne,Pt,Li,Hg,U,Bi,Yb,Co,Sr,Zn,Sn,Be,K,Cr,As,Ru,F,Tl,Ca,P,Pr,Y,Sc,Gd,Er,Ba,Mg,Tb,Re,Ir
15.0,,cc,0.0002640369638765966,15.0,1.45497,1.4895395506691383e-11,1.2241623237453146e-09,0.3212536987367322,3.5800410187352854e-11,0.00012409643980116692,1.3824784441230475e-10,3.489153512395321e-11,0.0013774345892892078,4.076345345857484e-09,4.839053143477719e-12,1.0201158653764516e-11,6.342363213665825e-05,9.22440777170667e-09,1.8196169222216563e-11,0.007497006798803694,0.011712972333763751,8.369284527239878e-12,5.8304773042215476e-05,3.849197823851257e-11,8.373624864618239e-12,0.007602085991393153,1.761843273879792e-10,2.2520068246434298e-10,2.1492287355583558e-10,2.0583416943336412e-12,1.5904283711442498e-11,0.08693641638298326,2.0451877921274448e-11,4.29550912770219e-12,5.812390965542342e-12,1.5602674929475977e-09,2.0233248800482536e-06,0.5298460068119671,1.6828488604307262e-10,7.734006716854816e-12,1.8839013276456383e-06,9.801336726459815e-12,1.921866544407801e-05,1.8547560987314166e-12,1.7648949850240272e-05,4.10780728429542e-08,1.1322426011607209e-11,1.366287117857989e-21,0.0006656128534820521,1.011214711226184e-12,4.8984933957326037e-11,2.3489796626511717e-11,8.33191214785054e-05,3.204749564969587e-11,1.3615746882804984e-11,0.010964007159821721,1.3807651219672458e-09,4.079673503860825e-12,0.01724298499154302,7.537948974642359e-11,9.050971949120822e-09,1.08463628356674e-10,0.0,5.988705820511287e-11,1.1813629796316436e-11,1.9646911081038576e-05,3.190852438126752e-10,3.4703163964937688e-06,8.293964797420162e-11,4.362456192418917e-13,2.1647621969091242e-05,0.00015154253257467867,9.913525477610607e-11,4.284963562280777e-11,1.5934996083434292e-06,2.2805272487399436e-11,0.0010327375962634656,2.4867645180556998e-05,4.028909496693621e-12,4.7469736131998226e-11,4.907563881364603e-08,1.5158055463886013e-11,1.2495654125535343e-11,8.148631490664841e-11,0.003276512565863641,2.8143311605806704e-12,2.8380963349656665e-12,3.682701330303439e-11
15.0,,cc,0.00010009901622281853,15.0,1.48171,4.827028418535184e-12,3.9883963134390514e-10,0.3240135781966506,1.3729085557418874e-11,0.00010242123818914965,4.8992550093244047e-11,1.14749639192531e-11,0.0007817394472112967,3.799190726045971e-09,1.6405861984023126e-12,3.4585439430578865e-12,7.282378170611815e-05,9.116736658260771e-09,6.3708971474942476e-12,0.006327859440802054,0.013997127272014435,3.810439338111551e-12,2.6178429372354046e-05,1.3079390958471818e-11,2.2352013457323373e-12,0.004750060632639187,5.644286370539469e-11,7.352098527254556e-11,7.496161866626623e-11,7.501614479346129e-13,5.587200748023604e-12,0.08584461806929723,7.835047184222266e-12,1.5208506401327387e-12,1.5093517745217776e-12,1.0873335310901008e-09,2.1188426864640423e-06,0.5322248632112418,5.7333257386844045e-11,2.379327814390725e-12,2.165591210130867e-06,3.195840598182167e-12,5.543755904038159e-06,6.569943387810146e-13,1.6074065714672492e-05,3.6886922976204836e-08,5.923626287052579e-12,8.39780771088651e-21,0.0008949325376930072,3.21440433664317e-13,1.6979558805144734e-11,1.6224611248907958e-11,7.69705339950541e-05,1.1363892918409061e-11,4.706112977307041e-12,0.010918558190422013,4.868413090708957e-10,1.3916878540111212e-12,0.015778431887465055,2.5910913140641307e-11,8.589430547058836e-09,9.16241543863906e-11,0.0,5.0971461627173255e-11,4.792951549345369e-12,2.619014683070122e-05,7.383227464420425e-11,3.7677633830166383e-06,2.552899286818081e-11,3.8034470336114993e-13,4.9114588827433045e-06,0.00016154517176358843,3.250403712303849e-11,1.5160853184833285e-11,1.4879248780725965e-06,1.9998416959541478e-11,0.0006227112646901822,1.6801829225441974e-05,1.3786950864347489e-12,1.1181961623844436e-11,1.6493062362177465e-08,5.165966812370499e-12,4.571860198294311e-12,2.0917781021120272e-11,0.0033264330769646154,9.730002833198577e-13,9.199255231245963e-13,1.2535039564915385e-11
15.0,,cc,3.8125610429710555e-05,15.0,1.68955,2.0195550112881233e-12,1.3145835790675749e-10,0.3302622836192616,6.1094215447261364e-12,2.467632574405824e-05,2.376956000736263e-11,3.903729851357392e-12,0.0007545203578885765,1.7643694991529216e-09,5.976364435462364e-13,1.204722605171125e-12,2.8800303520917776e-05,9.093776694251509e-09,2.3230988959802268e-12,0.005922847236569763,0.010859088962882546,2.515879928928023e-12,1.2897813372200037e-05,4.584443050385223e-12,6.507435886840791e-13,0.0042427111144401584,1.911886525248959e-11,2.447084809303968e-11,2.6548441262316453e-11,2.83374341213107e-13,1.9978738509967733e-12,0.08045560903425505,3.920376846763257e-12,5.511256193441995e-13,5.15540796892667e-13,3.2594614006288296e-09,8.967476186004231e-07,0.5417487791632064,1.9869857893609904e-11,8.020352955760325e-13,3.1184152301387254e-06,1.0873907343478246e-12,4.187288934634066e-06,2.309238380370311e-13,1.690675662115105e-05,4.345426991574289e-08,4.610824577681445e-12,1.3536507030190565e-18,0.00037336699245404936,1.1291957822613059e-13,6.421929386309253e-12,1.6301928184246216e-11,0.0001235495419012881,4.4398912132948174e-12,1.6755113463481702e-12,0.011366558528825097,1.6681934870721878e-10,4.860609521090572e-13,0.008847856721598444,9.246093407811158e-12,7.033612816245882e-09,1.0488064415553193e-10,6.108891885698831e-20,4.898947819194693e-11,2.0951030956879745e-12,7.325815430732996e-06,1.928554631886976e-11,9.712226311657382e-06,9.502741229635363e-12,4.400061605730836e-13,2.1766300388040976e-06,0.00013999600321551862,1.0792572752987315e-11,5.896895296552709e-12,7.017478747901085e-07,1.6809131171372873e-11,0.0006491406468301417,1.8368349680138538e-05,5.403078032673577e-13,3.097528633517274e-12,1.0136471719588744e-08,1.7766937556581484e-12,1.7319663873122246e-12,6.288921110856509e-12,0.0041230605276305465,3.3757912016498317e-13,3.156497338557299e-13,4.403900694567051e-12
15.0,,cc,5.59474797847092e-06,15.0,1.71751,5.885619337940402e-13,1.604523474137756e-11,0.336129436649303,2.5688836957528294e-12,1.57228049861133e-05,1.1831443276072485e-11,4.646412532589899e-13,0.0005451925882330045,1.6787798296855485e-09,1.2629567197114397e-13,1.8566247744210612e-13,1.754098817315127e-05,9.175796857366352e-09,3.475819819928342e-13,0.004789435038159261,0.007497883067256215,1.5160503038210457e-12,4.7063163608630616e-06,6.080606874162901e-13,9.705710299800715e-14,0.0030463349276378146,2.1290435754139474e-12,2.7403446191188556e-12,3.85364039423331e-12,5.022845867002347e-14,2.682704824170769e-13,0.07613201757426508,1.5216976636157832e-12,8.543277653512256e-14,1.1441672457498558e-13,3.6840422992977972e-09,6.386214806109397e-07,0.5483979358196844,2.5239217194968714e-12,1.0820979198930322e-13,4.329434465977389e-06,1.3352880371075003e-13,3.49146959643862e-06,3.452554603843105e-14,1.5468878945905474e-05,2.8986533473768854e-08,2.5813895963783908e-12,6.889378422268717e-19,0.00026560191556334695,2.319406737742698e-14,1.7802622098717937e-12,1.182127748637492e-11,0.00014068145355276005,1.161140719849968e-12,2.8796558476610937e-13,0.010344568480759255,3.7160155964732525e-11,5.72577882610866e-14,0.007351442438127189,1.2405346738450396e-12,4.7004204286997385e-09,8.232747218330301e-11,6.325033935655137e-21,5.372418876279975e-11,7.217224330678961e-13,1.3352089856645857e-05,3.198859551183551e-12,1.7878874704125504e-05,2.4706722911140908e-12,2.1631561552088503e-13,1.443422791961447e-06,0.00010875721020682116,1.4957662305787545e-12,1.6971689796115036e-12,5.422785938479908e-07,1.4670999187652317e-11,0.0004771202853998994,1.7962294720342347e-05,1.1698785393401388e-13,5.453322381571528e-13,7.317784541904418e-09,2.0926163166695403e-13,3.167841270725595e-13,1.0560654666406674e-12,0.004659908646646826,4.1929713479927335e-14,3.7744504230757935e-14,5.945632181917697e-13
15.0,,cc,0.0,15.0,1.71751,5.885619337940402e-13,1.604523474137756e-11,0.336129436649303,2.5688836957528294e-12,1.57228049861133e-05,1.1831443276072485e-11,4.646412532589899e-13,0.0005451925882330045,1.6787798296855485e-09,1.2629567197114397e-13,1.8566247744210612e-13,1.754098817315127e-05,9.175796857366352e-09,3.475819819928342e-13,0.004789435038159261,0.007497883067256215,1.5160503038210457e-12,4.7063163608630616e-06,6.080606874162901e-13,9.705710299800715e-14,0.0030463349276378146,2.1290435754139474e-12,2.7403446191188556e-12,3.85364039423331e-12,5.022845867002347e-14,2.682704824170769e-13,0.07613201757426508,1.5216976636157832e-12,8.543277653512256e-14,1.1441672457498558e-13,3.6840422992977972e-09,6.386214806109397e-07,0.5483979358196844,2.5239217194968714e-12,1.0820979198930322e-13,4.329434465977389e-06,1.3352880371075003e-13,3.49146959643862e-06,3.452554603843105e-14,1.5468878945905474e-05,2.8986533473768854e-08,2.5813895963783908e-12,6.889378422268717e-19,0.00026560191556334695,2.319406737742698e-14,1.7802622098717937e-12,1.182127748637492e-11,0.00014068145355276005,1.161140719849968e-12,2.8796558476610937e-13,0.010344568480759255,3.7160155964732525e-11,5.72577882610866e-14,0.007351442438127189,1.2405346738450396e-12,4.7004204286997385e-09,8.232747218330301e-11,6.325033935655137e-21,5.372418876279975e-11,7.217224330678961e-13,1.3352089856645857e-05,3.198859551183551e-12,1.7878874704125504e-05,2.4706722911140908e-12,2.1631561552088503e-13,1.443422791961447e-06,0.00010875721020682116,1.4957662305787545e-12,1.6971689796115036e-12,5.422785938479908e-07,1.4670999187652317e-11,0.0004771202853998994,1.7962294720342347e-05,1.1698785393401388e-13,5.453322381571528e-13,7.317784541904418e-09,2.0926163166695403e-13,3.167841270725595e-13,1.0560654666406674e-12,0.004659908646646826,4.1929713479927335e-14,3.7744504230757935e-14,5.945632181917697e-13
17.0,,cc,0.02865003477107615,17.0,1.50258,1.2388675276271793e-08,8.158341969179387e-07,0.3600688860468388,1.051418752282638e-08,0.0006111081715537166,9.971826923449196e-08,6.299149742344211e-09,0.0015798703345460082,2.486286104396732e-06,1.0941605118787514e-09,1.823722916459643e-09,8.820113283372329e-05,3.042307945451566e-08,3.3332458693124407e-09,0.011525546187688014,0.010171403369076916,1.909516616314199e-09,0.004734577368361959,6.220435401505541e-09,6.1716466353754365e-09,0.008802592547662772,1.8721761428676513e-07,2.5087014483701156e-07,3.6910295455630685e-08,3.494530057261144e-10,2.5744801392747952e-09,0.07632932726866795,8.11844616716847e-09,7.06962836394703e-10,1.8552291284613827e-09,1.13679567308623e-06,3.2573153466835125e-06,0.4868087775529282,2.9836209317421865e-08,4.871479059094997e-09,2.4254811446034242e-05,2.131683854473841e-09,5.666310908525419e-05,3.535973729820834e-10,2.404736401284859e-05,8.68391990408726e-08,2.202915065862576e-09,0.0,0.0010952672122198405,2.418652782205038e-10,1.4729277518451458e-08,1.9089758166197985e-09,0.000506768868624584,8.071393819100212e-09,2.5527087734603567e-09,0.013384151039334288,1.212503952270765e-06,6.776108539356873e-10,0.017204012538861307,1.215353633056341e-08,2.5391942142627614e-08,7.183205333532937e-09,0.0,1.4410721268443393e-09,2.721996822696939e-09,5.4756985356272205e-05,2.330805385670647e-07,1.666224958735067e-05,2.6592583797819246e-08,1.1669813427009141e-11,4.529275969806587e-05,0.00015329874262941834,1.7115494062882727e-07,9.371135969729155e-09,2.4470847405568153e-06,2.9998348112137375e-09,0.0007987733429177244,0.00011094943545441759,1.4712900598938403e-09,4.5800591324233326e-08,3.4325842624127117e-07,2.8688273919142676e-09,2.350807102085379e-09,5.117271326453049e-08,0.005791731785032605,4.750345541386889e-10,5.396130452681801e-10,5.69116020602139e-09
17.0,,cc,0.02322040452907957,17.0,1.5123,8.992253530220756e-09,5.678254485817778e-07,0.3516658871878975,8.055515021597784e-09,0.0005561045216526663,7.689389644685784e-08,4.927167694363914e-09,0.0015316964914093118,1.8231344873673946e-06,8.522729004306644e-10,1.4430806381838492e-09,7.920220562123491e-05,2.6325688126707004e-08,2.6014742989598194e-09,0.011123684601328796,0.009575491519076426,1.403053713592076e-09,0.0038183455903717145,4.9547770166002696e-09,4.585968219942277e-09,0.008709043718563764,1.2594245756309844e-07,1.7814136379191228e-07,2.921367562646487e-08,2.735273797917057e-10,2.0459977917960705e-09,0.07816708000542366,5.990795276251476e-09,5.587311221162599e-10,1.360165615294718e-09,8.361473943839305e-07,2.8204590739748316e-06,0.4957740729671287,2.3572421276238563e-08,3.609648366122794e-09,1.9372114645815712e-05,1.6776861638590625e-09,5.2594381347779206e-05,2.737316063715077e-10,2.1401680042872733e-05,8.573239925876664e-08,1.6588698773865714e-09,0.0,0.0009171295931610246,1.8178474595969705e-10,1.1255312280067406e-08,1.510559992768455e-09,0.00046428908101267454,6.239821342097277e-09,2.00869722424892e-09,0.013342501468907584,8.70415962344312e-07,5.346578252419662e-10,0.017515776261162082,9.620340250650518e-09,2.3431902542017213e-08,5.3572744823311395e-09,0.0,1.1716523434725622e-09,2.0554550385144338e-09,4.657760674599843e-05,1.7267586536412768e-07,1.2744307418144721e-05,2.0389769946473654e-08,9.044596679946022e-12,4.285962796283503e-05,0.00014315839020642186,1.1926044538569317e-07,7.308899320105633e-09,2.368615094558908e-06,2.24554969427352e-09,0.0007747809768396856,9.491467422535302e-05,1.0914919581345195e-09,3.342607359388417e-08,2.735002614978337e-07,2.235932191351847e-09,1.8233796432007334e-09,3.759953072438129e-08,0.0055405709046533694,3.7518095004422866e-10,4.1847014082142603e-10,4.540977679061448e-09
17.0,,cc,0.018846084510616166,17.0,1.50863,6.567121565103667e-09,3.977603465671532e-07,0.3442876094238276,6.172875220203248e-09,0.0005302713704469005,5.727892368460633e-08,3.856825238826521e-09,0.0016625646472842623,1.358779759311152e-06,6.639400517836704e-10,1.1435528297368147e-09,7.258622058604243e-05,2.3051710081161318e-08,2.0341820381283257e-09,0.010894175273071396,0.009309142509668286,1.0311753124481568e-09,0.0030782976586318706,3.94187860725036e-09,3.4299032299919247e-09,0.009385704689772435,8.645045596354617e-08,1.2741629694468597e-07,2.312254952273427e-08,2.158485660080419e-10,1.6207281860803793e-09,0.0797872511598393,4.428548282043486e-09,4.412211444178275e-10,9.991348989792382e-10,6.147364629467891e-07,2.6291976113152026e-06,0.50167610249242,1.8624757655391354e-08,2.6997552831027858e-09,1.5581798123729536e-05,1.3193468363353272e-09,5.134762128849804e-05,2.1374068271560232e-10,2.0910856173469488e-05,8.570145829581247e-08,1.2609003593613736e-09,0.0,0.0008228342619148596,1.386755567777414e-10,8.626189936719608e-09,1.191437555232365e-09,0.00042230609687845557,4.8215447697653605e-09,1.5811900432305212e-09,0.013419415455185693,6.254829559942085e-07,4.2305425536927983e-10,0.018065224573423782,7.613552435969189e-09,2.114346250202532e-08,3.989576131743029e-09,0.0,9.550478750426849e-10,1.5575656187929151e-09,4.048744559067404e-05,1.2579906748079737e-07,1.0073903728333906e-05,1.563812057939356e-08,7.064320328027799e-12,4.56567179016446e-05,0.00013885318083552327,8.327410680914599e-08,5.714470702074767e-09,2.3127457416613253e-06,1.7054798897708858e-09,0.0008915768529833063,8.060358767494418e-05,8.191786781930843e-10,2.4639137790911972e-08,2.2765126647933654e-07,1.7462425531118294e-09,1.412874845801243e-09,2.7715631348292625e-08,0.005283231889755394,2.9705507001640265e-10,3.267954996878907e-10,3.6210548195543713e-09
17.0,,cc,0.015303226470930074,17.0,1.52234,4.765005885902649e-09,2.681022648126396e-07,0.33862379655581004,4.756872098237071e-09,0.00046178298269893513,4.219270225602579e-08,3.0165438509438764e-09,0.0016566829262304509,1.0266123561313532e-06,5.177604366551533e-10,9.061124226788804e-10,6.776024282740414e-05,2.0328786134338133e-08,1.5899163633262392e-09,0.011125846542694438,0.008901706782549817,7.699440742334434e-10,0.0024845801626344035,3.1364624885157057e-09,2.5578349698856287e-09,0.009690488849735685,5.589662778482018e-08,8.847939546417221e-08,1.8334003202034416e-08,1.691256947109576e-10,1.3011979847082828e-09,0.08236734624613798,3.3181792338118297e-09,3.487096886738693e-10,7.343113493900239e-10,4.831234178809975e-07,2.433909518622324e-06,0.505655902206729,1.473161395197982e-08,1.995494150924623e-09,1.2415856143628946e-05,1.038092321449108e-09,4.8689595197206816e-05,1.6561844619923169e-10,1.9495514825884532e-05,8.873650474296501e-08,9.636697666184683e-10,0.0,0.0007277010219891119,1.0415973990900434e-10,6.629520224633438e-09,9.51913919804415e-10,0.00038576115511001016,3.754210584804162e-09,1.2464829954915666e-09,0.013683193712744691,4.4578066710342515e-07,3.351243017355337e-10,0.017857240370960467,6.037586670078035e-09,1.924580832632323e-08,3.0645678997988066e-09,0.0,7.813325786972967e-10,1.1866202901472185e-09,3.527749026661653e-05,9.700989684487189e-08,8.431270618426818e-06,1.2027691524429404e-08,5.584558647754247e-12,4.3151460233652886e-05,0.00012880339146873623,6.227524057254132e-08,4.487805004115608e-09,2.2886469918579426e-06,1.276127657539964e-09,0.0008997398925935833,7.587645677705803e-05,6.119109736226277e-10,1.85488633294697e-08,1.8032635424217872e-07,1.361006172767718e-09,1.1033616063410103e-09,2.061410077492334e-08,0.005030517533012095,2.3372008430214904e-10,2.542865006725823e-10,2.8852811083846006e-09
17.0,,cc,0.009892250062533043,17.0,1.49436,2.6993859008721987e-09,1.9225053335431493e-07,0.3302577891657487,2.943448448435537e-09,0.0001561728506530527,2.2415875771654705e-08,1.865673077667223e-09,0.0009712055342443138,8.205574874690757e-07,3.092753346524233e-10,5.609217033285952e-10,5.7475150977321805e-05,1.6623633722955e-08,9.94845681958307e-10,0.009064382379572853,0.00854539709421862,4.616407836116407e-10,0.0016630005920426373,1.998685639547932e-09,1.5077159020846608e-09,0.006117037037490875,4.077097107891064e-08,6.420128417788624e-08,1.1684622498652103e-08,1.0540680681352076e-10,8.000701680162831e-10,0.09579253692849828,1.8406218640443087e-09,2.2020954955745136e-10,3.8561940042461965e-10,3.845381422501748e-07,2.01823768641604e-06,0.5082357216259373,9.320088432338168e-09,1.15067233600161e-09,8.157657471732866e-06,6.025246297476274e-10,2.529097154325781e-05,1.0091363529657596e-10,1.619084410575765e-05,7.092818806576188e-08,6.107275804159003e-10,0.0,0.0006395341050095321,5.992788495025035e-11,4.035355522248679e-09,6.360163140637858e-10,0.0005039366320900009,2.2979896992320217e-09,7.746162041682898e-10,0.012313741773960957,3.325997185540229e-07,2.1157914152527724e-10,0.016828801713441047,3.801057995671253e-09,1.5471596444906495e-08,1.9926916915393367e-09,0.0,5.311364122990086e-10,6.994496905642077e-10,2.7048544916559394e-05,6.35737796053565e-08,6.831110615234199e-06,7.275944753006003e-09,3.33674069564365e-12,1.894724564739024e-05,0.00011596144370693501,5.015890991922939e-08,2.841249829094446e-09,1.7930443374152888e-06,6.850745922128979e-10,0.0005763026530346376,6.799654835272844e-05,3.6425391019009857e-10,1.150362061804608e-08,1.1464473572196956e-07,8.423846742217673e-10,6.734581223348409e-10,1.1979927690827337e-08,0.007985128637063674,1.4725416042162725e-10,1.5588966337410126e-10,1.8396596335268974e-09
17.0,,cc,0.0062947699060105534,17.0,1.84698,1.538722927838807e-09,1.1926830097234743e-07,0.33264951039462765,1.8028719027626178e-09,0.0001443454836065682,1.3910800619282494e-08,1.1850115686510016e-09,0.0003891831025762522,4.931883545326279e-07,1.9549040389308537e-10,3.6434651310431847e-10,2.225767536768248e-05,1.4159213806884702e-08,6.325343192314139e-10,0.0049942044556134674,0.005134110164178494,2.635151804722755e-10,0.0011411109204633796,1.3005328310792172e-09,8.879088128967031e-10,0.0023933400596052802,2.4532073474462512e-08,3.896239825460535e-08,7.468539934613695e-09,6.792507368168193e-11,5.250768493673209e-10,0.09733457391991827,1.090956126237542e-09,1.4301703554802938e-10,2.2007001244636383e-10,2.3211742609724004e-07,8.269103980592648e-07,0.5199478472600181,5.9469378381339166e-09,6.761600525835774e-10,4.212064657738193e-06,3.9082110364798566e-10,8.076416450318156e-06,6.376210814741881e-11,1.3228299045338818e-05,6.15507463198755e-08,3.7691899040587294e-10,3.0772875637991636e-18,0.00027237790222675085,3.641874491025551e-11,2.5558792900689104e-09,4.1179382063773427e-10,0.0004520498224116381,1.4399508480817684e-09,4.98117206999001e-10,0.012412198294465392,1.966679315410394e-07,1.381749644625296e-10,0.01524940104348836,2.439891867759694e-09,1.2304559731327486e-08,1.1872115261512228e-09,1.9783119140606958e-19,3.737736767984204e-10,4.2496782159595916e-10,1.3716473679834118e-05,4.5664681363846946e-08,7.10510564890695e-06,4.373250810729478e-09,2.0997134564595044e-12,4.043751476603344e-06,7.640703701308386e-05,2.9148842936919506e-08,1.8226820792158923e-09,1.6379375200455091e-06,4.1036638241089896e-10,0.00030092064067756795,4.887718751773575e-05,2.2283148837657444e-10,7.647848415695353e-09,5.359987646026997e-08,5.35815797774965e-10,4.2930695663306724e-10,6.831220575172474e-09,0.006982547373394875,9.53763672192078e-11,9.947205243575208e-11,1.1997271830961749e-09
17.0,,cc,0.004163189861658025,17.0,1.55498,8.633261465507975e-10,6.414075669698064e-08,0.3228572698513825,1.0350123858693611e-09,0.00040139993344132937,9.738054725730365e-09,7.382925098186988e-10,0.0011540551115505192,2.7247975075461213e-07,1.2144809783347642e-10,2.3476887695839824e-10,4.156265255726441e-05,1.24751091290267e-08,3.931542406549166e-10,0.006857518021990259,0.007303908981665289,1.4638700370734384e-10,0.0007626527450271996,8.202579213235075e-10,5.405554670696445e-10,0.006424013310439223,1.1999343477703495e-08,2.0810979849815672e-08,4.655576341111894e-09,4.216135686454275e-11,3.352006018768509e-10,0.1018851872642444,6.575414599657365e-10,8.94573137490272e-11,1.2961632293127493e-10,1.3202028874031887e-07,1.4746736423779314e-06,0.5110793071400361,3.7045612825363775e-09,4.081374514244721e-10,2.9428825602038716e-06,2.467494376828259e-10,2.234764344753196e-05,3.894441703539393e-11,1.4956301707605428e-05,6.753983743627397e-08,2.1608531423073588e-10,0.0,0.0003881679596400652,2.0650855939325427e-11,1.531463863433003e-09,2.5562543784339547e-10,0.00025442246109101836,8.604668689325102e-10,3.116512636435563e-10,0.012180178983258034,1.0835720510559392e-07,8.607913748250244e-11,0.023105134988494674,1.5388336344012504e-09,1.0842731890279199e-08,6.456599602978825e-10,0.0,2.7314953298862677e-10,2.533317483564282e-10,1.4317106743791847e-05,2.6340401631075907e-08,4.343284437313775e-06,2.5666010144370158e-09,1.45044163102411e-12,2.1454382253956293e-05,0.00011800816897614896,1.3656699699968016e-08,1.1059746118813701e-09,2.2127326478049235e-06,2.5811556087334303e-10,0.000754268059206139,3.402514208463311e-05,1.2716461357770984e-10,4.730806434695455e-09,6.050843572879802e-08,3.33406790667801e-10,2.6490675829490666e-10,4.043341089878809e-09,0.004313951681512876,6.001818061744174e-11,6.041151128324859e-11,7.573709843043259e-10
17.0,,cc,0.002787986920611889,17.0,1.6337,5.179062624053936e-10,3.9257469267162555e-08,0.32221132556308285,6.885561911455587e-10,1.6736104332207492e-05,8.822379492786163e-09,4.66985949773205e-10,0.0026449320886615516,1.4812954972895231e-07,7.749074272921914e-11,1.4300775072724077e-10,3.2484853217755734e-05,9.931934818401306e-09,2.818108197809492e-10,0.01922310380507995,0.006507669094056474,8.082967923312705e-11,0.0005188498727735369,5.227881793274893e-10,2.2353657028692658e-10,0.012810631252611233,5.705888860688649e-09,7.77867801617826e-09,3.045455054242075e-09,2.9228701769456536e-11,2.0435433383442988e-10,0.10666675098104292,5.146263576788166e-10,5.8033163481124274e-11,6.745784281186751e-11,4.012540429381179e-08,1.2342953085648462e-06,0.5130538979248747,2.315547138868823e-09,1.6882685552149834e-10,2.0639861254823866e-06,1.4191666178585606e-10,8.317519506973053e-05,2.4693671215582148e-11,1.5839177550874314e-05,5.6010544307998674e-08,3.471972498259177e-10,0.0,0.0002844369809257921,1.291420180524915e-11,9.112681647501351e-10,1.6052660692554485e-10,0.00013155997214684082,5.532146320194191e-10,1.958760404261273e-10,0.011210445715624451,6.156804826145526e-08,5.536511717199325e-11,0.0018631051066294421,1.0287263589803662e-09,9.563681842733775e-09,3.573824538112623e-10,0.0,1.676421780129244e-10,1.5738568816175654e-10,9.794094869942666e-06,1.66986073420407e-08,4.291294774929552e-06,1.7464398130974928e-09,1.0514632670193864e-12,5.6446290258552804e-05,0.00010445746210864034,6.1522422443919484e-09,6.81979461548974e-10,1.490560512289881e-07,1.1476497269999935e-10,0.0008251418625427069,0.00012965450368663894,8.380547041252613e-11,3.1450967376661916e-09,1.723785166240409e-07,2.092240272544464e-10,1.9084254504988186e-10,1.8275694213961721e-09,0.0015908039020453848,3.939471440750212e-11,3.83987036567033e-11,4.931902930438687e-10
17.0,,cc,0.0018743755348960272,17.0,1.73073,2.496879811543053e-10,1.8123087089297652e-08,0.32349504429484843,3.7623129985912877e-10,0.0001293951839216937,3.8946950312621355e-09,3.0015682085653076e-10,0.0016237301369351645,5.8938246556646125e-08,4.580133824341308e-11,9.239210518904963e-11,3.779728827900745e-05,1.0212845145838667e-08,1.574751117767909e-10,0.012205147855791403,0.008677918178144731,5.111812876450544e-11,0.000358000683726203,3.395126289599961e-10,1.6000371988968693e-10,0.010061117737783143,3.0206879569226295e-09,4.49614159681504e-09,1.887263844309518e-09,1.722780460362545e-11,1.3716569292441616e-10,0.09648658419819678,2.1970185870051416e-10,3.6865285635790054e-11,4.330190506815322e-11,2.6169227474528908e-08,1.2666745954456238e-06,0.5163508211688573,1.4962467491897124e-09,1.210199308807821e-10,2.166503048279322e-06,9.74432307503895e-11,5.590699489890479e-05,1.563050492918129e-11,1.5846804791584666e-05,6.989865396315606e-08,8.614540184304814e-11,4.462492312992043e-19,0.0003333000274407355,7.948715819420313e-12,5.501921833853222e-10,1.0887422908888244e-10,0.00014277958278293592,3.2366750342354283e-10,1.2398621545103333e-10,0.012458082802910683,2.654228394677676e-08,3.58266636191514e-11,0.013302421202847286,6.366647966798673e-10,8.866608355212792e-09,2.9536081292687855e-10,8.298104624517087e-21,1.4619821379804012e-10,9.54492539590956e-11,9.844740449281464e-06,7.133422881382018e-09,4.641072644599251e-06,9.111235311183834e-10,9.906040039897125e-13,5.097971415791325e-05,0.0001272733503304349,2.8724228466717792e-09,4.171722682223839e-10,1.2318270618045263e-06,9.315160449713705e-11,0.0008766978471905336,5.58111160520444e-05,4.462105915999913e-11,1.3222898016735573e-09,5.8564423839515576e-08,1.332017719249185e-10,1.0685036219806186e-10,1.2158249215581358e-09,0.003135618140225433,2.4464889284163553e-11,2.4597836045862043e-11,3.166844256470676e-10
