B,N,Co,Ni,S,Zn,He,Be,K,Cr,O,Na,F,Ar,Al,Ge,Ca,C,P,Mn,Ga,V,H,Si,Ne,Sc,Cu,Cl,Mg,Li,Fe,Ti
0.0,8.41535221682554e-07,0.0007391295475116291,0.10247256539497474,0.06264508059626255,2.4219970925695772e-05,0.004101444351878256,0.0,6.713035419752678e-05,0.004634777044984686,0.10362309026385373,0.006205209942403512,4.1086907199911143e-10,0.01156521263854696,0.000714491895927908,0.0,0.008945036361485699,0.0350009724766453,0.00030289818711751073,0.005963760956883046,0.0,3.732479577402186e-05,0.0,0.11058030203904128,0.0032742424463229366,1.7898529238761997e-07,1.7920268343100574e-06,0.0001259418778014913,5.2391241455971354e-05,0.0,0.5387406576290571,0.00018130702873098004
