Ti,N,Na,Sc,Cr,B,Mg,Fe,Zn,H,He,F,Ga,Li,Cl,Cu,K,Ni,Ge,Mn,O,S,Ar,Ca,P,Si,V,C,Ne,Be,Al,Co,Ag,Cd,Br,Au,Kr,Sb,Lu,Zr,Ce,Xe,Cs,Bi,Rb,Sn,Ho,Mo,Hg,Sr,Y,La,Rh,Ta,Dy,Ir,Ba,Tm,Er,Pd,I,Pr,Tb,Pt,In,U,Ru,Yb,Eu,As,Gd,Re,Sm,Se,Th,Hf,Te,Os,Nd,Pb,W,Nb,Tl
0.0001813070287309,8.41535221682554e-07,0.0062052099424035,1.7898529238761997e-07,0.0046347770449846,0.0,5.239124145597136e-05,0.5387406576290571,2.421997092569577e-05,0.0,0.0041014443518782,4.1086907199911133e-10,0.0,0.0,0.0001259418778014,1.7920268343100574e-06,6.713035419752678e-05,0.1024725653949747,0.0,0.005963760956883,0.1036230902638537,0.0626450805962625,0.0115652126385469,0.0089450363614856,0.0003028981871175,0.1105803020390412,3.732479577402186e-05,0.0350009724766453,0.0032742424463229,0.0,0.0007144918959279,0.0007391295475116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
