mass,lifetime,type,Z,mass_final,remnant_mass,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
20.0,7939000.0,hn,0.0286500347710761,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0232204045290795,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0188460845106161,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.01530322647093,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.009892250062533,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0062947699060105,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.004163189861658,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0027879869206118,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.001874375534896,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.000700620295978,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0002640369638765,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,0.0001000990162228,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,3.812561042971056e-05,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7939000.0,hn,5.59474797847092e-06,20.0,1.476,0.4917083545744634,0.3536615694156085,2.4403243452437294e-07,3.617098762156709e-13,1.9623806816561508e-08,0.0115752789915594,3.3128588740937345e-06,0.091065398381022,7.268188608647377e-07,0.0169037287059017,7.759887212090904e-05,0.0055777847210906,0.000132360174525,0.0068061401245787,1.3368016226574244e-05,0.0044429200910354,3.0490371314393213e-06,0.0007643547872164,2.4829584995868648e-06,0.0006467718202249,1.338806173334468e-07,2.2575367952694697e-05,1.5113918344077763e-06,0.0001078697653593,2.297686407176708e-05,0.0155237731203722,5.309473069665002e-05,0.0008663723338651,2.8809864100738584e-06,1.3229453468633296e-05,4.906600746690447e-09,5.8907478209407614e-08,1.4579774524580475e-11,8.394403249232312e-10,2.2519615817175722e-13,1.6267188083806257e-11,2.551557151324913e-17,4.426153247657395e-15,1.849124753519008e-17,2.301244152602798e-17,4.8511755960014344e-18,6.018178894409339e-17,8.00791754625852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0286500347710761,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0232204045290795,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0188460845106161,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.01530322647093,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.009892250062533,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0062947699060105,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.004163189861658,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
